# protein_xref_1	protein_xref_2	alternative_identifiers_1	alternative_identifiers_2	protein_alias_1	protein_alias_2	detection_method	author_name	pmid	protein_taxid_1	protein_taxid_2	interaction_type	source_database_id	database_identifier	confidence
uniprotkb:Q12959	uniprotkb:P27962	intact:EBI-357481|uniprotkb:Q12958|uniprotkb:A5YKK7|uniprotkb:B7ZMM0|uniprotkb:B9EIQ5|uniprotkb:D3DXB8|uniprotkb:D3DXB9|uniprotkb:B4DGU1|uniprotkb:B4DGZ8|uniprotkb:E7EWL7|uniprotkb:E9PG21	intact:EBI-11793889	psi-mi:dlg1_human(display_long)|uniprotkb:DLG1(gene name)|psi-mi:DLG1(display_short)|uniprotkb:Synapse-associated protein 97(gene name synonym)|uniprotkb:hDlg(gene name synonym)	psi-mi:ve6_hpvme(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0084(phage display)	Ivarsson et al. (2014)	imex:IM-25074|pubmed:24550280	9606	10602	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-11793899|imex:IM-25074-14	intact-miscore:0.40
uniprotkb:Q6P1M0	uniprotkb:B9UPF3	uniprotkb:S27A4_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:S27A4_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13027|virhostnet-nrid:12278	virhostnet-miscore:0.32715574
uniprotkb:O95251	uniprotkb:P04015	uniprotkb:KAT7_HUMAN	uniprotkb:VE2_HPV11	uniprotkb:KAT7_HUMAN	uniprotkb:VE2_HPV11	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:3630|virhostnet-nrid:3618	virhostnet-miscore:0.32715574
uniprotkb:O95251	uniprotkb:P04015	intact:EBI-473199|uniprotkb:B3KN74|uniprotkb:B4DFB4|uniprotkb:B4DFE0|uniprotkb:B4DF85|uniprotkb:B4DGY4|uniprotkb:E7ER15|uniprotkb:G5E9K7|intact:EBI-10986821	intact:EBI-7010556|intact:MINT-95651	psi-mi:kat7_human(display_long)|uniprotkb:MYST2(gene name synonym)|uniprotkb:Lysine acetyltransferase 7(gene name synonym)|uniprotkb:KAT7(gene name)|psi-mi:KAT7(display_short)|uniprotkb:HBO1(gene name synonym)|uniprotkb:HBOa(gene name synonym)|uniprotkb:MOZ, YBF2/SAS3, SAS2 and TIP60 protein 2(gene name synonym)|uniprotkb:Histone acetyltransferase binding to ORC1(gene name synonym)	psi-mi:ve2_hpv11(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16050430|psi-mi:MI:0471|imex:IM-25807-444	author score:4.89|intact-miscore:0.37
uniprotkb:Q99653	uniprotkb:B9UPF3	uniprotkb:CHP1_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:CHP1_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13111|virhostnet-nrid:12362	virhostnet-miscore:0.32715574
uniprotkb:Q99653	uniprotkb:P69901	intact:EBI-722721|uniprotkb:Q6FHZ9|uniprotkb:B2R6H9	intact:EBI-11733185|uniprotkb:P04018	psi-mi:chp1_human(display_long)|uniprotkb:CHP1(gene name)|psi-mi:CHP1(display_short)|uniprotkb:CHP(gene name synonym)|uniprotkb:Calcineurin B-like protein(gene name synonym)|uniprotkb:Calcium-binding protein CHP(gene name synonym)|uniprotkb:Calcium-binding protein p22(gene name synonym)|uniprotkb:EF-hand calcium-binding domain-containing protein p22(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q99623	uniprotkb:P69901	intact:EBI-358348|uniprotkb:Q2YDA4|uniprotkb:Q7KYU3|uniprotkb:Q92978|uniprotkb:B4DP75	intact:EBI-11733185|uniprotkb:P04018	psi-mi:phb2_human(display_long)|uniprotkb:BAP(gene name synonym)|uniprotkb:REA(gene name synonym)|uniprotkb:PHB2(gene name)|psi-mi:PHB2(display_short)|uniprotkb:D-prohibitin(gene name synonym)|uniprotkb:B-cell receptor-associated protein BAP37(gene name synonym)|uniprotkb:Repressor of estrogen receptor activity(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q99623	uniprotkb:B9UPF3	uniprotkb:PHB2_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:PHB2_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:12981|virhostnet-nrid:12232	virhostnet-miscore:0.32715574
uniprotkb:Q8NEW0	uniprotkb:B9UPF3	uniprotkb:ZNT7_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:ZNT7_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13013|virhostnet-nrid:12264	virhostnet-miscore:0.32715574
uniprotkb:Q8NEW0	uniprotkb:P69901	intact:EBI-1043569|uniprotkb:Q8TCH2|uniprotkb:B2R949|uniprotkb:D3DT61	intact:EBI-11733185|uniprotkb:P04018	psi-mi:znt7_human(display_long)|uniprotkb:SLC30A7(gene name)|psi-mi:SLC30A7(display_short)|uniprotkb:ZNT7(gene name synonym)|uniprotkb:ZNTL2(gene name synonym)|uniprotkb:Znt-like transporter 2(gene name synonym)|uniprotkb:Solute carrier family 30 member 7(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q8NFQ8	uniprotkb:P69901	intact:EBI-524567	intact:EBI-11733185|uniprotkb:P04018	psi-mi:toip2_human(display_long)|uniprotkb:IFRG15(gene name synonym)|uniprotkb:Lumenal domain-like LAP1(gene name synonym)|uniprotkb:TOR1AIP2(gene name)|psi-mi:TOR1AIP2(display_short)|uniprotkb:LULL1(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q01094	uniprotkb:P04020	intact:EBI-448924|uniprotkb:Q13143|uniprotkb:Q92768	intact:EBI-7005254|intact:MINT-123217	psi-mi:e2f1_human(display_long)|uniprotkb:pRB-binding protein E2F-1(gene name synonym)|uniprotkb:Retinoblastoma-associated protein 1(gene name synonym)|uniprotkb:Retinoblastoma-binding protein 3(gene name synonym)|uniprotkb:PBR3(gene name synonym)|uniprotkb:E2F1(gene name)|psi-mi:E2F1(display_short)|uniprotkb:RBBP3(gene name synonym)	psi-mi:ve7_hpv11(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0096(pull down)	Hwang et al. (2002)	pubmed:11713253|mint:MINT-5214795	9606	10580	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0471(MINT)	intact:EBI-8040100|mint:MINT-73333	intact-miscore:0.44
uniprotkb:Q01094	uniprotkb:P04020	uniprotkb:E2F1_HUMAN	uniprotkb:VE7_HPV11	uniprotkb:E2F1_HUMAN	uniprotkb:VE7_HPV11	psi-mi:MI:0059(gst pull down)	-	pubmed:11713253	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:30584|virhostnet-nrid:28035	virhostnet-miscore:0.40401533
uniprotkb:P50402	uniprotkb:P69901	intact:EBI-489887|uniprotkb:Q6FI02	intact:EBI-11733185|uniprotkb:P04018	psi-mi:emd_human(display_long)|uniprotkb:EDMD(gene name synonym)|uniprotkb:STA(gene name synonym)|uniprotkb:EMD(gene name)|psi-mi:EMD(display_short)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:P50402	uniprotkb:B9UPF3	uniprotkb:EMD_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:EMD_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13121|virhostnet-nrid:12372	virhostnet-miscore:0.32715574
uniprotkb:Q09472	uniprotkb:P04019	intact:EBI-447295|intact:EBI-3908041|uniprotkb:B1AKC2	intact:EBI-1177232	psi-mi:ep300_human(display_long)|uniprotkb:Histone butyryltransferase p300(gene name synonym)|uniprotkb:Histone crotonyltransferase p300(gene name synonym)|uniprotkb:Protein propionyltransferase p300(gene name synonym)|uniprotkb:EP300(gene name)|psi-mi:EP300(display_short)|uniprotkb:P300(gene name synonym)|uniprotkb:E1A-associated protein p300(gene name synonym)	psi-mi:ve6_hpv11(display_long)|uniprotkb:E6(gene name)|psi-mi:E6(display_short)	psi-mi:MI:0096(pull down)	Bernat et al. (2002)	pubmed:11907332|mint:MINT-5215193	9606	10580	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0471(MINT)	intact:EBI-8177698|mint:MINT-69499	intact-miscore:0.44
uniprotkb:Q09472	uniprotkb:P04020	uniprotkb:EP300_HUMAN	uniprotkb:VE7_HPV11	uniprotkb:EP300_HUMAN	uniprotkb:VE7_HPV11	psi-mi:MI:0059(gst pull down)	-	pubmed:12970734	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:33406|virhostnet-nrid:29683	virhostnet-miscore:0.18369399
uniprotkb:Q09472	uniprotkb:P04020	intact:EBI-447295|intact:EBI-3908041|uniprotkb:B1AKC2	intact:EBI-7005254|intact:MINT-123217	psi-mi:ep300_human(display_long)|uniprotkb:Histone butyryltransferase p300(gene name synonym)|uniprotkb:Histone crotonyltransferase p300(gene name synonym)|uniprotkb:Protein propionyltransferase p300(gene name synonym)|uniprotkb:EP300(gene name)|psi-mi:EP300(display_short)|uniprotkb:P300(gene name synonym)|uniprotkb:E1A-associated protein p300(gene name synonym)	psi-mi:ve7_hpv11(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0096(pull down)	Bernat et al. (2003)	pubmed:12970734|mint:MINT-5216671	9606	10580	psi-mi:MI:0407(direct interaction)	psi-mi:MI:0471(MINT)	intact:EBI-7005270|mint:MINT-69551	intact-miscore:0.44
uniprotkb:Q09472	uniprotkb:P04019	uniprotkb:EP300_HUMAN	uniprotkb:VE6_HPV11	uniprotkb:EP300_HUMAN	uniprotkb:VE6_HPV11	psi-mi:MI:0059(gst pull down)	-	pubmed:11907332	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:32748|virhostnet-nrid:29366	virhostnet-miscore:0.18369399
uniprotkb:P33897	uniprotkb:P69901	intact:EBI-81045|uniprotkb:Q6GTZ2	intact:EBI-11733185|uniprotkb:P04018	psi-mi:abcd1_human(display_long)|uniprotkb:ALD(gene name synonym)|uniprotkb:ABCD1(gene name)|psi-mi:ABCD1(display_short)|uniprotkb:Adrenoleukodystrophy protein(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:P33897	uniprotkb:B9UPF3	uniprotkb:ABCD1_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:ABCD1_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13042|virhostnet-nrid:12293	virhostnet-miscore:0.32715574
uniprotkb:O95573	uniprotkb:P69901	intact:EBI-1190822|uniprotkb:Q60I92|uniprotkb:Q8IUM9	intact:EBI-11733185|uniprotkb:P04018	psi-mi:acsl3_human(display_long)|uniprotkb:Long-chain acyl-CoA synthetase 3(gene name synonym)|uniprotkb:ACSL3(gene name)|psi-mi:ACSL3(display_short)|uniprotkb:ACS3(gene name synonym)|uniprotkb:FACL3(gene name synonym)|uniprotkb:LACS3(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:O95573	uniprotkb:B9UPF3	uniprotkb:ACSL3_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:ACSL3_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13113|virhostnet-nrid:12364	virhostnet-miscore:0.32715574
uniprotkb:Q9Y678	uniprotkb:B9UPF3	uniprotkb:COPG1_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:COPG1_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13005|virhostnet-nrid:12256	virhostnet-miscore:0.32715574
uniprotkb:Q9Y678	uniprotkb:P69901	intact:EBI-1049127|uniprotkb:A8K6M8|uniprotkb:B3KMF6|uniprotkb:Q54AC4	intact:EBI-11733185|uniprotkb:P04018	psi-mi:copg1_human(display_long)|uniprotkb:COPG1(gene name)|psi-mi:COPG1(display_short)|uniprotkb:COPG(gene name synonym)|uniprotkb:Gamma-1-coat protein(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q96CS3	uniprotkb:P69901	intact:EBI-1055805|uniprotkb:O94963|uniprotkb:Q8IUF2|uniprotkb:Q9BRP2|uniprotkb:Q9BVM7	intact:EBI-11733185|uniprotkb:P04018	psi-mi:faf2_human(display_long)|uniprotkb:Protein ETEA(gene name synonym)|uniprotkb:FAF2(gene name)|psi-mi:FAF2(display_short)|uniprotkb:ETEA(gene name synonym)|uniprotkb:KIAA0887(gene name synonym)|uniprotkb:UBXD8(gene name synonym)|uniprotkb:UBXN3B(gene name synonym)|uniprotkb:UBX domain-containing protein 3B(gene name synonym)|uniprotkb:UBX domain-containing protein 8(gene name synonym)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q96CS3	uniprotkb:B9UPF3	uniprotkb:FAF2_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:FAF2_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13071|virhostnet-nrid:12322	virhostnet-miscore:0.32715574
uniprotkb:Q5T4S7	uniprotkb:P04020	intact:EBI-1995940|intact:EBI-1059327|uniprotkb:A8MPT2|uniprotkb:A8MQ33|uniprotkb:A8MQB1|uniprotkb:O60646|uniprotkb:O75050|uniprotkb:Q4QRK5|uniprotkb:Q5T4S8|uniprotkb:Q5T4S9|uniprotkb:Q5TBN8|uniprotkb:Q5TBP2|uniprotkb:Q6DKH8|uniprotkb:Q6P4A4|uniprotkb:Q7L8P7|uniprotkb:Q8IXJ4|uniprotkb:Q8TDN5|uniprotkb:Q8WV67|uniprotkb:Q9HA46|uniprotkb:Q9P2N9|uniprotkb:Q9UG82	intact:EBI-7005254|intact:MINT-123217	psi-mi:ubr4_human(display_long)|uniprotkb:RING-type E3 ubiquitin transferase UBR4(gene name synonym)|uniprotkb:UBR4(gene name)|psi-mi:UBR4(display_short)|uniprotkb:KIAA0462(gene name synonym)|uniprotkb:KIAA1307(gene name synonym)|uniprotkb:RBAF600(gene name synonym)|uniprotkb:ZUBR1(gene name synonym)|uniprotkb:N-recognin-4(gene name synonym)|uniprotkb:Zinc finger UBR1-type protein 1(gene name synonym)|uniprotkb:Retinoblastoma-associated factor of 600 kDa(gene name synonym)|uniprotkb:600 kDa retinoblastoma protein-associated factor(gene name synonym)	psi-mi:ve7_hpv11(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11722455|psi-mi:MI:0471|imex:IM-25307-619	intact-miscore:0.56
uniprotkb:Q5T4S7	uniprotkb:P04020	uniprotkb:UBR4_HUMAN	uniprotkb:VE7_HPV11	uniprotkb:UBR4_HUMAN	uniprotkb:VE7_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13148|virhostnet-nrid:12399	virhostnet-miscore:0.32715574
uniprotkb:Q5T4S7	uniprotkb:P04020	intact:EBI-1995940|intact:EBI-1059327|uniprotkb:A8MPT2|uniprotkb:A8MQ33|uniprotkb:A8MQB1|uniprotkb:O60646|uniprotkb:O75050|uniprotkb:Q4QRK5|uniprotkb:Q5T4S8|uniprotkb:Q5T4S9|uniprotkb:Q5TBN8|uniprotkb:Q5TBP2|uniprotkb:Q6DKH8|uniprotkb:Q6P4A4|uniprotkb:Q7L8P7|uniprotkb:Q8IXJ4|uniprotkb:Q8TDN5|uniprotkb:Q8WV67|uniprotkb:Q9HA46|uniprotkb:Q9P2N9|uniprotkb:Q9UG82	intact:EBI-7005254|intact:MINT-123217	psi-mi:ubr4_human(display_long)|uniprotkb:RING-type E3 ubiquitin transferase UBR4(gene name synonym)|uniprotkb:UBR4(gene name)|psi-mi:UBR4(display_short)|uniprotkb:KIAA0462(gene name synonym)|uniprotkb:KIAA1307(gene name synonym)|uniprotkb:RBAF600(gene name synonym)|uniprotkb:ZUBR1(gene name synonym)|uniprotkb:N-recognin-4(gene name synonym)|uniprotkb:Zinc finger UBR1-type protein 1(gene name synonym)|uniprotkb:Retinoblastoma-associated factor of 600 kDa(gene name synonym)|uniprotkb:600 kDa retinoblastoma protein-associated factor(gene name synonym)	psi-mi:ve7_hpv11(display_long)|uniprotkb:E7(gene name)|psi-mi:E7(display_short)	psi-mi:MI:0019(coimmunoprecipitation)	Huh et al. (2005)	pubmed:16061792|mint:MINT-5217872	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-7727615|mint:MINT-73514	intact-miscore:0.56
uniprotkb:Q9UQ35	uniprotkb:P69901	intact:EBI-1050142|uniprotkb:A6NKB9|uniprotkb:Q9UHA8|uniprotkb:Q9UQ36|uniprotkb:Q9UQ37|uniprotkb:Q9UQ38|uniprotkb:Q9UQ40|uniprotkb:O15038|uniprotkb:O94803|uniprotkb:Q6NSL3|uniprotkb:Q6PIM3|uniprotkb:Q6PK40|uniprotkb:Q8IW17|uniprotkb:Q96GY7|uniprotkb:Q9P0G1|uniprotkb:D3DU97	intact:EBI-11733185|uniprotkb:P04018	psi-mi:srrm2_human(display_long)|uniprotkb:Tax-responsive enhancer element-binding protein 803(gene name synonym)|uniprotkb:Serine/arginine-rich splicing factor-related nuclear matrix protein of 300 kDa(gene name synonym)|uniprotkb:Splicing coactivator subunit SRm300(gene name synonym)|uniprotkb:300 kDa nuclear matrix antigen(gene name synonym)|uniprotkb:SRRM2(gene name)|psi-mi:SRRM2(display_short)|uniprotkb:KIAA0324(gene name synonym)|uniprotkb:SRL300(gene name synonym)|uniprotkb:SRM300(gene name synonym)|uniprotkb:HSPC075(orf name)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q9UQ35	uniprotkb:B9UPF3	uniprotkb:SRRM2_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:SRRM2_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13136|virhostnet-nrid:12387	virhostnet-miscore:0.32715574
uniprotkb:Q9Y6C9	uniprotkb:P69901	intact:EBI-6164522|uniprotkb:B2R7L8	intact:EBI-11733185|uniprotkb:P04018	psi-mi:mtch2_human(display_long)|uniprotkb:MTCH2(gene name)|psi-mi:MTCH2(display_short)|uniprotkb:MIMP(gene name synonym)|uniprotkb:Met-induced mitochondrial protein(gene name synonym)|uniprotkb:HSPC032(orf name)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:Q9Y6C9	uniprotkb:B9UPF3	uniprotkb:MTCH2_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:MTCH2_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:12991|virhostnet-nrid:12242	virhostnet-miscore:0.32715574
uniprotkb:P02794	uniprotkb:P69901	intact:EBI-713259|uniprotkb:Q3KRA8|uniprotkb:Q3SWW1|uniprotkb:B3KNR5	intact:EBI-11733185|uniprotkb:P04018	psi-mi:frih_human(display_long)|uniprotkb:Cell proliferation-inducing gene 15 protein(gene name synonym)|uniprotkb:FTH1(gene name)|psi-mi:FTH1(display_short)|uniprotkb:FTH(gene name synonym)|uniprotkb:FTHL6(gene name synonym)|uniprotkb:PIG15(orf name)|uniprotkb:OK/SW-cl.84(orf name)	psi-mi:ve5b_hpv11(display_long)	psi-mi:MI:0676(tandem affinity purification)	Rozenblatt-Rosen et al. (2012)	doi:10.1038/nature11288|pubmed:22810586|imex:IM-25307	9606	10580	psi-mi:MI:0914(association)	psi-mi:MI:0471(MINT)	intact:EBI-11733364|psi-mi:MI:0471|imex:IM-25307-227	intact-miscore:0.35
uniprotkb:P02794	uniprotkb:B9UPF3	uniprotkb:FRIH_HUMAN	uniprotkb:B9UPF3_HPV11	uniprotkb:FRIH_HUMAN	uniprotkb:B9UPF3_HPV11	psi-mi:MI:0676(tandem affinity purification)	-	pubmed:22810586	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:13131|virhostnet-nrid:12382	virhostnet-miscore:0.32715574
uniprotkb:Q8NAP3	uniprotkb:P04015	intact:EBI-5235984|uniprotkb:D3DNF6	intact:EBI-7010556|intact:MINT-95651	psi-mi:zbt38_human(display_long)|uniprotkb:ZBTB38(gene name)|psi-mi:ZBTB38(display_short)	psi-mi:ve2_hpv11(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:1203(split luciferase complementation)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16050334|psi-mi:MI:0471|imex:IM-25807-436	author score:4.23|intact-miscore:0.49
uniprotkb:Q8NAP3	uniprotkb:P04015	intact:EBI-5235984|uniprotkb:D3DNF6	intact:EBI-7010556|intact:MINT-95651	psi-mi:zbt38_human(display_long)|uniprotkb:ZBTB38(gene name)|psi-mi:ZBTB38(display_short)	psi-mi:ve2_hpv11(display_long)|uniprotkb:E2(gene name)|psi-mi:E2(display_short)	psi-mi:MI:0397(two hybrid array)	Muller et al. (2011)	pubmed:22761572|imex:IM-25807|doi:10.1371/journal.ppat.1002761	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:0471(MINT)	intact:EBI-16046424|psi-mi:MI:0471|imex:IM-25807-66	intact-miscore:0.49
uniprotkb:Q8NAP3	uniprotkb:P04015	uniprotkb:ZBT38_HUMAN	uniprotkb:VE2_HPV11	uniprotkb:ZBT38_HUMAN	uniprotkb:VE2_HPV11	psi-mi:MI:0018(two hybrid)	-	pubmed:22761572	9606	10580	psi-mi:MI:0915(physical association)	psi-mi:MI:1114(virhostnet)	virhostnet-rid:11069|virhostnet-nrid:10402	virhostnet-miscore:0.32715574
