Human	Herpes
Q04837	Herpes:Q8AZK7
P51571	Herpes:P03182
P51571	Herpes:P0CK56
P51571	Herpes:Q2MG95
O95793	Herpes:P03211
O15260	Herpes:P0CK56
O15260	Herpes:P0CK58
O15260	Herpes:P0C739
O15260	Herpes:Q2MG95
O15260	Herpes:P03182
O15260	Herpes:P13285
O15260	Herpes:Q8AZJ3
O15260	Herpes:P0CK49
O15533	Herpes:P0C739
Q07021	Herpes:P03211
Q99442	Herpes:Q2MG95
Q13077	Herpes:P03188
Q13077	Herpes:P29882
Q13077	Herpes:P03227
Q13077	Herpes:P03225
Q13077	Herpes:P03230
P49368	Herpes:P03225
P49368	Herpes:Q2MG95
P49368	Herpes:P0CK56
P49368	Herpes:P30119
P49368	Herpes:P03179
P49368	Herpes:P03220
Q99615	Herpes:P03179
P08670	Herpes:P03188
P04275	Herpes:P03185
P04275	Herpes:P03188
P04275	Herpes:P03208
P04275	Herpes:P03204
P13010	Herpes:Q8AZK7
Q04917	Herpes:P0CK58
Q71U36	Herpes:P0CK53
P27708	Herpes:Q8AZK7
Q9BQA1	Herpes:Q8AZK7
Q9HAV7	Herpes:Q8AZK7
Q15773	Herpes:Q8AZK7
P27797	Herpes:P0CK58
P27797	Herpes:P0C739
Q8TCT9	Herpes:P0C739
P07384	Herpes:P03220
P11441	Herpes:Q2MG95
P52907	Herpes:Q8AZK7
P47756	Herpes:P03177
P62807	Herpes:Q8AZK7
Q96J02	Herpes:P13285
Q8N2S1	Herpes:P0CK47
Q8N2S1	Herpes:P03188
Q8N2S1	Herpes:P03225
Q13136	Herpes:P0CK58
P78357	Herpes:P03182
P78357	Herpes:P0C739
P78357	Herpes:P0CK56
Q9BPW8	Herpes:Q8AZK7
Q9Y265	Herpes:Q8AZK7
P63167	Herpes:P03211
P55884	Herpes:Q8AZK7
P35520	Herpes:P30119
P35520	Herpes:P0CK56
Q8IZ07	Herpes:P0C739
Q8IZ07	Herpes:P0CK58
Q8IZ07	Herpes:P13285
Q8IZ07	Herpes:Q2MG95
Q8IZ07	Herpes:Q8AZJ3
Q92522	Herpes:Q8AZK7
O15460	Herpes:Q8AZK7
O75928	Herpes:P03209
P40227	Herpes:P03220
P40227	Herpes:Q2MG96
P40227	Herpes:P03225
P40227	Herpes:P30119
P40227	Herpes:Q2MG95
P40227	Herpes:P0CK56
P40227	Herpes:P03179
Q86T03	Herpes:Q8AZJ3
Q86T03	Herpes:P0CK58
Q3ZCQ8	Herpes:Q8AZK7
P62829	Herpes:Q8AZK7
O94813	Herpes:P03208
Q9Y5V3	Herpes:P03179
Q9Y5V3	Herpes:Q2MG95
Q9Y5V3	Herpes:P03220
Q9Y5V3	Herpes:Q8AZK7
Q9Y5V3	Herpes:P03204
Q9Y5V3	Herpes:P0CK49
Q9Y5V3	Herpes:P30119
Q9Y5V3	Herpes:P0CK56
O95817	Herpes:P30119
O95817	Herpes:Q8AZK7
O95817	Herpes:Q2MG95
O95817	Herpes:P03182
O95817	Herpes:P03179
O95817	Herpes:Q2MG96
O95817	Herpes:P0CK49
O95817	Herpes:P0CK56
O95817	Herpes:P0C739
O95816	Herpes:P03179
O95816	Herpes:Q8AZK7
O95816	Herpes:Q2MG95
O95816	Herpes:P30119
P13667	Herpes:P03220
P08962	Herpes:P03230
Q8N1F7	Herpes:Q8AZK7
P04233	Herpes:P03186
P06493	Herpes:P12978
P06493	Herpes:Q8AZK7
Q5SW79	Herpes:Q8AZJ3
Q5SW79	Herpes:P30119
Q5SW79	Herpes:P03225
Q5SW79	Herpes:P0CK56
O15027	Herpes:Q8AZK7
O15027	Herpes:P0CK56
O15027	Herpes:P03179
O15027	Herpes:Q2MG96
intact:EBI-2622317	Herpes:P0CK56
A0A075B716	Herpes:Q8AZK7
A0A087WVQ6	Herpes:Q8AZK7
A0A087WW40	Herpes:P03203
A0A087WW40	Herpes:P03211
A0A087WZN1	Herpes:Q8AZK7
A0A0A0MQT0	Herpes:P03211
A0A0J9YX62	Herpes:Q8AZK7
A0A0U1RRM4	Herpes:Q8AZK7
A0A1W2PQ51	Herpes:Q8AZK7
A0A2R8Y5Y7	Herpes:Q8AZK7
A0FGR8	Herpes:P03182
A0FGR8	Herpes:P0C739
A1KXE4	Herpes:P03188
A1L0V1	Herpes:P0CK47
A3KMH1	Herpes:P30119
A3KMH1	Herpes:P03179
A3KMH1	Herpes:P0C739
A3KMH1	Herpes:P03220
A3KMH1	Herpes:Q2MG95
A4D0U5	Herpes:P03225
A8MU27	Herpes:P03204
A8MUP8	Herpes:P03206
B0QYN7	Herpes:P03209
B1AK88	Herpes:Q8AZK7
B2RCM5	Herpes:P0CK47
B7Z4C8	Herpes:Q8AZK7
B8ZZN6	Herpes:P03204
E7EX59	Herpes:Q8AZK7
E9PF82	Herpes:Q8AZK7
E9PNL2	Herpes:Q8AZK7
F5GXF0	Herpes:P12977
G3XA98	Herpes:P03227
G3XA98	Herpes:P03188
G3XA98	Herpes:P03232
G3XA98	Herpes:P03211
G3XA98	Herpes:P03204
G3XAI2	Herpes:P03188
H0Y8C6	Herpes:P03211
H0YBZ2	Herpes:P03186
H3BVG0	Herpes:Q8AZK7
J3KTL2	Herpes:Q8AZK7
J3QQ67	Herpes:Q8AZK7
K7ELE3	Herpes:P03211
O00161	Herpes:P0CK58
O00161	Herpes:P0C739
O00170	Herpes:P12977
O00182	Herpes:P03230
O00203	Herpes:P03177
O00268	Herpes:P03209
O00308	Herpes:P13285
O00308	Herpes:P0CK58
O00308	Herpes:P03207
O00391	Herpes:P03182
O00391	Herpes:P0CK56
O00425	Herpes:P03211
O00471	Herpes:P03185
O00483	Herpes:P03177
O00483	Herpes:P0CK58
O00483	Herpes:P03220
O00483	Herpes:P03182
O00483	Herpes:P30119
O00483	Herpes:P03179
O00483	Herpes:P0C739
O00483	Herpes:P0CK56
O00483	Herpes:Q2MG95
O00483	Herpes:P0CK49
O00487	Herpes:Q2MG95
O00487	Herpes:P30119
O00487	Herpes:P0CK56
O00487	Herpes:P13285
O14545	Herpes:P30119
O14545	Herpes:Q2MG95
O14545	Herpes:P0CK56
O14579	Herpes:Q2MG95
O14579	Herpes:P0CK56
O14579	Herpes:P0C739
O14641	Herpes:Q04360
O14641	Herpes:P03197
O14681	Herpes:P0C739
O14683	Herpes:P0C739
O14735	Herpes:P0CK49
O14735	Herpes:P0CK56
O14735	Herpes:P03179
O14735	Herpes:P0C739
O14735	Herpes:P03182
O14763	Herpes:P0CK58
O14763	Herpes:Q8AZJ3
O14763	Herpes:P0C739
O14773	Herpes:P0CK56
O14773	Herpes:Q8AZJ3
O15031	Herpes:P0C739
O15031	Herpes:Q8AZJ3
O15031	Herpes:P13285
O15031	Herpes:P0CK58
O15031	Herpes:P03225
O15127	Herpes:P0C739
O15173	Herpes:Q2MG95
O15173	Herpes:P0CK49
O15173	Herpes:P0CK58
O15173	Herpes:P0C739
O15173	Herpes:P03182
O15173	Herpes:P0CK56
O15217	Herpes:P12888
O15217	Herpes:P03227
O15217	Herpes:P29882
O15269	Herpes:Q2MG95
O15269	Herpes:P0CK56
O15269	Herpes:P13285
O15269	Herpes:P0C739
O15270	Herpes:P0C739
O15270	Herpes:P0CK56
O15321	Herpes:P0C739
O15321	Herpes:P03182
O15400	Herpes:P0C739
O15400	Herpes:P0CK58
O15427	Herpes:P0CK49
O43164	Herpes:Q2MG95
O43164	Herpes:P0CK56
O43164	Herpes:P30119
O43264	Herpes:P0C739
O43294	Herpes:P0CK49
O43294	Herpes:P03225
O43294	Herpes:P0CK56
O43294	Herpes:P03220
O43294	Herpes:Q2MG95
O43294	Herpes:P30119
O43294	Herpes:P0C739
O43306	Herpes:P0C739
O43306	Herpes:P0CK58
O43819	Herpes:P0CK56
O43819	Herpes:P0C739
O43866	Herpes:P03211
O43889	Herpes:P0C739
O43889	Herpes:P03205
O60333	Herpes:Q2MG95
O60353	Herpes:P0C739
O60493	Herpes:P13285
O60493	Herpes:P0CK58
O60494	Herpes:P13285
O60499	Herpes:P0C739
O60503	Herpes:P0CK58
O60565	Herpes:P03211
O60565	Herpes:P0CK58
O60716	Herpes:P0CK58
O60716	Herpes:P03182
O60716	Herpes:P0CK56
O60716	Herpes:P03177
O60716	Herpes:Q2MG95
O60725	Herpes:P03182
O60725	Herpes:P0C739
O60762	Herpes:P0C739
O60762	Herpes:Q2MG95
O60762	Herpes:P0CK56
O60763	Herpes:P0CK56
O60831	Herpes:P0C739
O60831	Herpes:P0CK56
O60831	Herpes:P0CK58
O60831	Herpes:P0CK49
O60831	Herpes:Q2MG95
O60831	Herpes:P03182
O60831	Herpes:P03177
O60831	Herpes:P13285
O75094	Herpes:P03185
O75153	Herpes:P30119
O75165	Herpes:Q8AZK7
O75381	Herpes:P30119
O75381	Herpes:P03220
O75381	Herpes:Q2MG95
O75381	Herpes:P0CK56
O75381	Herpes:P03179
O75396	Herpes:P0CK49
O75396	Herpes:P0C739
O75396	Herpes:P03182
O75396	Herpes:Q2MG95
O75396	Herpes:Q8AZJ3
O75396	Herpes:P0CK56
O75477	Herpes:P03185
O75688	Herpes:P0CK49
O75688	Herpes:P03225
O75688	Herpes:Q2MG95
O75688	Herpes:P03177
O75688	Herpes:P0CK56
O75688	Herpes:P0CK58
O75688	Herpes:P0C739
O75695	Herpes:P03182
O75781	Herpes:P0CK58
O75907	Herpes:P0C739
O75962	Herpes:P03182
O75964	Herpes:P0C739
O76013	Herpes:P03211
O94851	Herpes:Q8AZJ3
O94905	Herpes:P0C739
O94929	Herpes:Q2MG95
O94929	Herpes:Q8AZJ3
O94929	Herpes:P0CK58
O94929	Herpes:P0C739
O95159	Herpes:Q2MG95
O95183	Herpes:P0C739
O95236	Herpes:P03225
O95271	Herpes:P03211
O95273	Herpes:Q8AZJ3
O95297	Herpes:P0CK49
O95297	Herpes:P03182
O95297	Herpes:P0CK58
O95297	Herpes:P0C739
O95297	Herpes:Q2MG95
O95302	Herpes:P0CK56
O95456	Herpes:P13285
O95674	Herpes:P0CK56
O95674	Herpes:P0CK49
O95831	Herpes:P0CK49
O95831	Herpes:Q2MG95
O95831	Herpes:P03225
O95831	Herpes:P0CK56
O95831	Herpes:P03220
O95967	Herpes:P03211
O95967	Herpes:P03220
O95967	Herpes:Q2MG95
O95967	Herpes:P0CK56
O96005	Herpes:P0C739
O96005	Herpes:Q2MG95
O96006	Herpes:P03197
O96006	Herpes:P03185
O96006	Herpes:P03225
P00338	Herpes:Q8AZK7
P00403	Herpes:P03182
P00533	Herpes:P0C739
P00533	Herpes:P0CK49
P00533	Herpes:Q8AZJ3
P00533	Herpes:P03182
P00533	Herpes:P0CK58
P00533	Herpes:P0CK56
P00846	Herpes:P0C739
P01023	Herpes:Q8AZJ3
P01023	Herpes:Q2MG96
P01023	Herpes:P0CK49
P01023	Herpes:P03225
P01023	Herpes:P0C739
P04844	Herpes:P0C739
P04844	Herpes:P0CK56
P05362	Herpes:P0CK56
P06703	Herpes:Q2MG95
P06703	Herpes:P0CK49
P07093	Herpes:P0CK56
P07093	Herpes:P0CK58
P07093	Herpes:Q8AZJ3
P07196	Herpes:P03177
P07196	Herpes:P03227
P07196	Herpes:P29882
P07942	Herpes:P03188
P08107	Herpes:Q8AZK7
P08107	Herpes:P13285
P08107	Herpes:P03230
P08133	Herpes:P0CK58
P08172	Herpes:P0C739
P08172	Herpes:P03182
P08172	Herpes:P0CK58
P08240	Herpes:Q2MG95
P08240	Herpes:P0C739
P08240	Herpes:P03182
P08240	Herpes:P03225
P08240	Herpes:P0CK49
P08240	Herpes:P0CK56
P08758	Herpes:P0CK58
P09455	Herpes:P03211
P09486	Herpes:Q2MG95
P09486	Herpes:P0CK56
P09486	Herpes:P03182
P09486	Herpes:P0CK58
P09486	Herpes:P0CK49
P09543	Herpes:P03225
P09543	Herpes:P0CK58
P09543	Herpes:Q2MG95
P09543	Herpes:P0C739
P09543	Herpes:P03182
P09543	Herpes:P30119
P09543	Herpes:P0CK49
P09543	Herpes:P0CK56
P09543	Herpes:P03179
P09543	Herpes:P03220
P09619	Herpes:P0CK56
P09619	Herpes:P0C739
P09619	Herpes:P13285
P09619	Herpes:P0CK58
P09619	Herpes:P03225
P09619	Herpes:Q2MG95
P09619	Herpes:P03182
P10301	Herpes:P0C739
P10301	Herpes:P03182
P10398	Herpes:P0CK56
P10586	Herpes:P0CK58
P10620	Herpes:P0C739
P10644	Herpes:Q2MG95
P10644	Herpes:P0CK56
P10909	Herpes:P0CK56
P10909	Herpes:Q8AZK7
P10909	Herpes:P0C739
P11047	Herpes:P0CK56
P11166	Herpes:P0CK49
P11166	Herpes:P03182
P11166	Herpes:P0C739
P11166	Herpes:P0CK56
P11279	Herpes:P13285
P11474	Herpes:Q8AZK7
P11717	Herpes:P0CK49
P11717	Herpes:P0C739
P11717	Herpes:P0CK56
P11717	Herpes:Q2MG95
P11717	Herpes:P03182
P12109	Herpes:P03225
P12109	Herpes:Q2MG95
P12109	Herpes:P0CK56
P12109	Herpes:P0CK49
P12110	Herpes:P0CK56
P12111	Herpes:P03220
P12111	Herpes:P0CK56
P13746	Herpes:P03203
P15151	Herpes:P0C739
P15260	Herpes:P0CK58
P15586	Herpes:P0C739
P15622	Herpes:P03227
P15622	Herpes:P03225
P17252	Herpes:P03206
P17302	Herpes:P0C739
P17655	Herpes:P30119
P17813	Herpes:P0C739
P17980	Herpes:P13285
P17980	Herpes:P30119
P17980	Herpes:P0CK56
P17980	Herpes:Q2MG95
P18031	Herpes:P03182
P18545	Herpes:P03188
P22413	Herpes:P03182
P22692	Herpes:P03220
P22694	Herpes:Q8AZJ3
P23458	Herpes:P03182
P23458	Herpes:P0CK58
P23458	Herpes:Q2MG95
P23458	Herpes:P03225
P23458	Herpes:P30119
P23458	Herpes:P0CK56
P23458	Herpes:P03220
P23634	Herpes:Q8AZJ3
P23634	Herpes:P03182
P23634	Herpes:P0C739
P23634	Herpes:P0CK58
P23634	Herpes:Q2MG95
P24385	Herpes:P03204
P24557	Herpes:P0CK49
P24864	Herpes:P03204
P25116	Herpes:P0CK56
P25116	Herpes:P0CK58
P25116	Herpes:P0CK49
P25116	Herpes:P0C739
P25445	Herpes:Q2MG95
P25445	Herpes:P0CK49
P25445	Herpes:P0CK56
P25445	Herpes:P0C739
P25787	Herpes:P13285
P27105	Herpes:P0C739
P27105	Herpes:Q8AZJ3
P27105	Herpes:P0CK58
P27352	Herpes:P03211
P28066	Herpes:P13285
P28066	Herpes:Q2MG95
P28300	Herpes:Q2MG96
P28300	Herpes:Q8AZK7
P28300	Herpes:P03220
P28300	Herpes:P30119
P28300	Herpes:P0CK58
P28300	Herpes:P03225
P28300	Herpes:P0C739
P28300	Herpes:P0CK49
P28300	Herpes:Q2MG95
P28300	Herpes:P0CK56
P28300	Herpes:P03179
P28300	Herpes:P03182
P28676	Herpes:P03211
P28799	Herpes:P03205
P28799	Herpes:P03199
P28799	Herpes:P03186
P28799	Herpes:P03188
P28799	Herpes:P03208
P28799	Herpes:P03185
P28799	Herpes:P0CK47
P28799	Herpes:Q8AZJ3
P29323	Herpes:P0CK58
P30411	Herpes:P0C739
P30443	Herpes:P03186
P30530	Herpes:Q8AZJ3
P30530	Herpes:P13285
P30530	Herpes:P0C739
P30530	Herpes:P0CK58
P30530	Herpes:P0CK56
P30626	Herpes:P03211
P31689	Herpes:Q2MG95
P31689	Herpes:P0CK56
P31689	Herpes:P30119
P31689	Herpes:P0CK49
P31689	Herpes:P03179
P31689	Herpes:P03220
P31689	Herpes:P0CK58
P31689	Herpes:P03225
P31947	Herpes:P03188
P33527	Herpes:P03182
P33527	Herpes:P0C739
P33527	Herpes:Q8AZJ3
P35080	Herpes:P03225
P35080	Herpes:P03177
P35221	Herpes:P0CK56
P35221	Herpes:P0CK58
P35813	Herpes:Q2MG95
P35869	Herpes:P12977
P36542	Herpes:P0C739
P36578	Herpes:P12977
P37173	Herpes:P0CK58
P37173	Herpes:P13285
P37173	Herpes:Q8AZJ3
P37173	Herpes:P0C739
P38159	Herpes:Q04360
P38432	Herpes:Q04360
P38435	Herpes:P0CK56
P38435	Herpes:P0C739
P38435	Herpes:P03182
P38936	Herpes:Q8AZK7
P39656	Herpes:P0C739
P39656	Herpes:Q2MG95
P39656	Herpes:P0CK56
P40123	Herpes:P03207
P40189	Herpes:P0CK58
P40189	Herpes:P0C739
P40429	Herpes:P03177
P40429	Herpes:Q8AZJ3
P40429	Herpes:P03225
P40429	Herpes:Q8AZK7
P40429	Herpes:P03211
P40616	Herpes:P0CK49
P40616	Herpes:P03182
P40616	Herpes:P0C739
P40616	Herpes:P0CK56
P40616	Herpes:P03179
P40855	Herpes:Q2MG95
P40879	Herpes:Q2MG96
P41221	Herpes:P03220
P41221	Herpes:P0CK56
P42166	Herpes:P0C739
P42166	Herpes:Q2MG95
P42166	Herpes:P03182
P42694	Herpes:Q2MG95
P42702	Herpes:P0CK58
P42892	Herpes:P0CK56
P42892	Herpes:P0C739
P43304	Herpes:P0C739
P43355	Herpes:Q8AZK7
P46778	Herpes:P03211
P46778	Herpes:P03209
P46977	Herpes:P0C739
P46977	Herpes:P03182
P48060	Herpes:P0C739
P48556	Herpes:P13285
P48556	Herpes:Q2MG95
P48643	Herpes:P03220
P48643	Herpes:P12977
P48643	Herpes:Q2MG95
P48643	Herpes:P03179
P48643	Herpes:P0CK56
P48643	Herpes:P30119
P49006	Herpes:P03182
P49759	Herpes:P03186
P49848	Herpes:P03209
P49908	Herpes:P03204
P50281	Herpes:Q2MG95
P50281	Herpes:P0CK58
P50281	Herpes:P0C739
P50281	Herpes:Q8AZJ3
P50281	Herpes:P03182
P50281	Herpes:P0CK56
P50281	Herpes:P0CK49
P50416	Herpes:P0C739
P50479	Herpes:P0CK58
P50479	Herpes:P30119
P50479	Herpes:Q2MG95
P50479	Herpes:P0CK56
P51148	Herpes:P0C739
P51148	Herpes:P03182
P51148	Herpes:Q2MG95
P51798	Herpes:P0C739
P51798	Herpes:P0CK58
P51809	Herpes:P0CK58
P51812	Herpes:P0CK58
P51911	Herpes:P03177
P51911	Herpes:Q2MG95
P52926	Herpes:P03211
P52943	Herpes:Q2MG95
P52943	Herpes:P03220
P53621	Herpes:Q2MG95
P53621	Herpes:P0CK56
P53621	Herpes:P0C739
P53621	Herpes:P03220
P53634	Herpes:P25214
P53701	Herpes:P0C739
P53801	Herpes:P03182
P53801	Herpes:P0C739
P53801	Herpes:P0CK56
P54760	Herpes:P0CK58
P55145	Herpes:P0CK56
P55786	Herpes:P0C739
P57088	Herpes:P03182
P59768	Herpes:P03182
P60903	Herpes:P03225
P61769	Herpes:P03203
P61916	Herpes:Q8AZJ3
P62070	Herpes:P0C739
P62070	Herpes:P0CK49
P62070	Herpes:P03182
P62081	Herpes:P03211
P62244	Herpes:Q8AZK7
P62508	Herpes:Q8AZK7
P62699	Herpes:P03177
P62834	Herpes:P0C739
P62834	Herpes:P03182
P62847	Herpes:P03211
P62891	Herpes:P03211
P62942	Herpes:P0CK58
P62995	Herpes:Q04360
P63010	Herpes:P03188
P63010	Herpes:P03186
P68871	Herpes:P03186
P78362	Herpes:P03211
P80303	Herpes:P03186
P98172	Herpes:P0C739
P98194	Herpes:P0CK56
P98194	Herpes:P0C739
P98194	Herpes:P0CK58
P98194	Herpes:P0CK49
P98194	Herpes:P13285
Q01650	Herpes:P0CK56
Q01831	Herpes:P13288
Q02818	Herpes:P0CK47
Q02818	Herpes:P03215
Q02952	Herpes:P0CK56
Q03519	Herpes:P0C739
Q04721	Herpes:P03182
Q04721	Herpes:P0CK56
Q04721	Herpes:P0CK58
Q05D60	Herpes:Q8AZK7
Q06210	Herpes:P0CK56
Q06210	Herpes:Q2MG95
Q06210	Herpes:P0CK49
Q06323	Herpes:P13285
Q07960	Herpes:P03220
Q07960	Herpes:P03225
Q08117	Herpes:P03211
Q10472	Herpes:P0C739
Q12797	Herpes:P0CK49
Q12797	Herpes:P03182
Q12797	Herpes:P0C739
Q12797	Herpes:P0CK56
Q12797	Herpes:P03225
Q12797	Herpes:P03177
Q12797	Herpes:Q2MG95
Q12800	Herpes:Q04360
Q12800	Herpes:P29882
Q12846	Herpes:P0C739
Q12946	Herpes:P0CK56
Q12955	Herpes:P03179
Q13064	Herpes:P03188
Q13185	Herpes:P03211
Q13232	Herpes:P03182
Q13308	Herpes:P03182
Q13308	Herpes:P0CK58
Q13416	Herpes:P03211
Q13443	Herpes:P0CK49
Q13443	Herpes:P0C739
Q13443	Herpes:P0CK56
Q13443	Herpes:P03182
Q13459	Herpes:P0CK56
Q13563	Herpes:P0C739
Q13586	Herpes:P0C739
Q13586	Herpes:Q8AZJ3
Q13586	Herpes:P03220
Q13586	Herpes:P0CK56
Q13586	Herpes:P0CK58
Q13671	Herpes:Q2MG95
Q14008	Herpes:P0C739
Q14108	Herpes:P0C739
Q14192	Herpes:P03220
Q14192	Herpes:P0C739
Q14192	Herpes:P30119
Q14192	Herpes:P0CK56
Q14192	Herpes:P03225
Q14192	Herpes:Q2MG95
Q14393	Herpes:P0CK49
Q14393	Herpes:P30119
Q14393	Herpes:P03220
Q14393	Herpes:Q2MG95
Q14393	Herpes:P0CK56
Q14517	Herpes:P0CK58
Q14517	Herpes:Q2MG95
Q14517	Herpes:P30119
Q14517	Herpes:P13285
Q14517	Herpes:P03179
Q14699	Herpes:P03220
Q14699	Herpes:Q2MG95
Q14699	Herpes:P03182
Q14699	Herpes:P0CK58
Q14699	Herpes:P0C739
Q14699	Herpes:P0CK56
Q14728	Herpes:P0C739
Q14997	Herpes:P13285
Q15008	Herpes:P13285
Q15012	Herpes:P13285
Q15012	Herpes:P0CK58
Q15036	Herpes:P0CK58
Q15113	Herpes:P0CK56
Q15262	Herpes:P0CK58
Q15262	Herpes:P03182
Q15262	Herpes:P0C739
Q15334	Herpes:Q2MG95
Q15404	Herpes:P03220
Q15415	Herpes:Q04360
Q15434	Herpes:Q2MG95
Q15554	Herpes:P03211
Q15582	Herpes:P03220
Q15723	Herpes:P03227
Q15746	Herpes:P0C739
Q15942	Herpes:P03203
Q15942	Herpes:Q2MG95
Q16206	Herpes:P03177
Q16206	Herpes:P03206
Q16527	Herpes:P03182
Q16527	Herpes:P03177
Q16527	Herpes:P03220
Q16527	Herpes:Q2MG95
Q16527	Herpes:P0CK56
Q16635	Herpes:P12977
Q16739	Herpes:P13285
Q16787	Herpes:P03179
Q16832	Herpes:P0C739
Q27J81	Herpes:P03220
Q27J81	Herpes:P03225
Q27J81	Herpes:P0CK58
Q27J81	Herpes:P0CK56
Q32P28	Herpes:Q8AZK7
Q32Q12	Herpes:P03204
Q3KQU3	Herpes:P30119
Q3KQU3	Herpes:Q8AZJ3
Q3KQU3	Herpes:Q2MG95
Q3KQU3	Herpes:P03225
Q3KQU3	Herpes:P03211
Q3SXM5	Herpes:P0C739
Q3T906	Herpes:P03182
Q49A88	Herpes:P25214
Q4L180	Herpes:Q2MG95
Q53EP0	Herpes:P03182
Q53EP0	Herpes:Q2MG95
Q53ET0	Herpes:P03206
Q53G59	Herpes:P03225
Q53H12	Herpes:P0C739
Q53TN4	Herpes:P0C739
Q58DX5	Herpes:P03225
Q5JR59	Herpes:P03225
Q5JY77	Herpes:P03188
Q5JY77	Herpes:P03177
Q5JY77	Herpes:P03206
Q5R3I4	Herpes:P30119
Q5RI15	Herpes:P03182
Q5T124	Herpes:P03188
Q5T9L3	Herpes:P0C739
Q5TGY1	Herpes:Q2MG95
Q5TGY1	Herpes:P0CK56
Q5VV42	Herpes:P0CK56
Q5VV42	Herpes:Q2MG95
Q5VWX1	Herpes:Q04360
Q5W0B1	Herpes:Q8AZK7
Q5W0B1	Herpes:P03225
Q5XKP0	Herpes:P0C739
Q63HK5	Herpes:P0CK56
Q63ZY3	Herpes:P03179
Q63ZY3	Herpes:P0CK58
Q63ZY3	Herpes:P0CK56
Q63ZY3	Herpes:Q8AZK7
Q63ZY3	Herpes:Q2MG95
Q63ZY3	Herpes:P03177
Q63ZY3	Herpes:P03220
Q63ZY3	Herpes:Q8AZJ3
Q63ZY3	Herpes:Q2MG96
Q63ZY3	Herpes:P03225
Q63ZY3	Herpes:P30119
Q68CZ2	Herpes:P0CK56
Q68CZ2	Herpes:P03225
Q68DQ2	Herpes:P0CK56
Q68DQ2	Herpes:Q2MG95
Q6AI12	Herpes:Q2MG95
Q6IAA8	Herpes:P03182
Q6IAA8	Herpes:P0CK49
Q6IAA8	Herpes:P0CK58
Q6IAA8	Herpes:P0C739
Q6IPX4	Herpes:Q8AZK7
Q6NUQ1	Herpes:P29882
Q6NZI2	Herpes:Q8AZJ3
Q6NZI2	Herpes:P03225
Q6NZI2	Herpes:P03211
Q6P996	Herpes:P0CK49
Q6P996	Herpes:P0CK56
Q6P996	Herpes:Q2MG95
Q6P996	Herpes:P30119
Q6P996	Herpes:P03225
Q6P996	Herpes:P0CK58
Q6P996	Herpes:P03220
Q6PIU2	Herpes:P0C739
Q6PJ69	Herpes:Q2MG95
Q6PJR7	Herpes:P03186
Q6PML9	Herpes:P0C739
Q6UUV9	Herpes:P03206
Q6UVK1	Herpes:P0C739
Q6UVK1	Herpes:Q2MG95
Q6UVK1	Herpes:P03182
Q6UX15	Herpes:P0CK58
Q6UX71	Herpes:P0C739
Q70UQ0	Herpes:P0C739
Q70UQ0	Herpes:P03182
Q70UQ0	Herpes:P03209
Q70UQ0	Herpes:Q2MG95
Q70UQ0	Herpes:P0CK56
Q70UQ0	Herpes:P0CK58
Q70UQ0	Herpes:P0CK49
Q7L5D6	Herpes:Q2MG95
Q7Z4F1	Herpes:Q8AZJ3
Q7Z4F1	Herpes:P13285
Q7Z4F1	Herpes:P0C739
Q7Z4F1	Herpes:P0CK58
Q7Z4N8	Herpes:Q8AZK7
Q7Z6G3	Herpes:P03188
Q7Z6G3	Herpes:P29882
Q7Z7M9	Herpes:P0CK56
Q86SQ0	Herpes:P0CK58
Q86UA1	Herpes:Q8AZK7
Q86UL3	Herpes:P0C739
Q86UQ4	Herpes:P0C739
Q86V58	Herpes:P0CK47
Q86VY9	Herpes:P0CK58
Q86WC4	Herpes:P0CK58
Q86WN1	Herpes:P03211
Q86X95	Herpes:P03186
Q86Y07	Herpes:P03182
Q86Y82	Herpes:P0C739
Q86Y82	Herpes:P0CK58
Q86YV9	Herpes:Q2MG95
Q8IUD2	Herpes:P0CK58
Q8IUH5	Herpes:P0CK49
Q8IV08	Herpes:P03182
Q8IV08	Herpes:P0C739
Q8IV08	Herpes:P03225
Q8IX21	Herpes:Q2MG95
Q8IXI1	Herpes:P03179
Q8IXI2	Herpes:P0C739
Q8IXI2	Herpes:Q2MG95
Q8IXI2	Herpes:P03182
Q8IY17	Herpes:Q2MG95
Q8IY17	Herpes:P0CK58
Q8IY17	Herpes:P0CK56
Q8IY17	Herpes:P0C739
Q8IY17	Herpes:P03177
Q8IY26	Herpes:P03182
Q8IY26	Herpes:P0C739
Q8IY26	Herpes:P0CK56
Q8IYB3	Herpes:P03211
Q8IYX8	Herpes:P03211
Q8IYX8	Herpes:P03177
Q8IYX8	Herpes:P29882
Q8IYX8	Herpes:P03188
Q8IZ52	Herpes:Q2MG96
Q8N2K0	Herpes:Q2MG95
Q8N2K0	Herpes:P0C739
Q8N2K0	Herpes:Q8AZJ3
Q8N2K0	Herpes:P0CK49
Q8N2K0	Herpes:P0CK56
Q8N357	Herpes:P0C739
Q8N423	Herpes:P03203
Q8N474	Herpes:P03211
Q8N490	Herpes:P03182
Q8N490	Herpes:P0CK49
Q8N4L2	Herpes:P0CK58
Q8N4L2	Herpes:P0CK49
Q8N4L2	Herpes:P0C739
Q8N4L2	Herpes:P0CK56
Q8N5R6	Herpes:P03177
Q8N5R6	Herpes:P03196
Q8N6L0	Herpes:P0C739
Q8N6L0	Herpes:P03185
