Ensemble	H112	H122	H132	H111	H121	H131	H211	H221	H231	H212	H222	H232	H113	H123	H133	H213	H223	H233
ENSG00000011260	1078	575	68	913	422	118	475	380	265	1035	384	237	3184	384	9	590	293	199
ENSG00000011275	3123	1321	212	2674	1057	360	1829	1193	679	3315	1183	806	9717	1043	18	1733	862	714
ENSG00000011295	966	582	84	805	448	136	568	424	307	1020	414	388	3087	420	5	610	361	318
ENSG00000011304	4855	2735	370	4313	2422	645	2632	3227	1840	4184	3220	1926	14928	2219	35	2503	2343	1687
ENSG00000011332	32	35	12	38	33	8	38	44	19	53	63	25	134	46	2	43	42	29
ENSG00000011347	8	2	2	7	3	4	26	6	2	40	5	4	22	6	0	18	4	7
ENSG00000011376	996	380	56	853	344	106	703	366	232	1206	359	226	3207	362	6	654	268	234
ENSG00000011405	4667	945	223	3796	772	346	1342	809	480	2790	738	595	14179	801	24	1773	720	496
ENSG00000011422	1586	1371	157	1281	1269	269	940	1207	689	1708	1154	696	4761	1158	13	908	896	638
ENSG00000011426	2112	2439	229	1820	1796	390	1097	3259	1641	2197	3086	1906	6742	1926	15	1374	2460	1576
ENSG00000011451	1026	335	62	893	301	122	797	503	216	1296	486	237	3322	300	9	702	365	224
ENSG00000011454	3219	615	131	2608	493	194	1384	827	559	2650	802	684	9877	486	12	1527	669	511
ENSG00000011465	47863	3524	368	39348	2603	619	94227	18205	8187	186143	16993	8975	146293	2742	45	104986	13414	7401
ENSG00000011478	294	104	19	254	113	26	246	96	67	376	92	68	876	92	2	174	67	58
ENSG00000011485	1674	679	98	1425	564	158	845	584	321	1398	580	361	5292	565	13	782	422	358
ENSG00000011523	954	670	102	769	533	150	530	556	267	1032	529	309	2966	555	6	548	466	276
ENSG00000011566	2525	687	134	2208	557	229	1856	707	402	3753	642	511	8230	566	9	2217	601	418
ENSG00000011590	16	12	1	11	10	8	3	9	7	11	15	17	51	7	0	4	8	12
ENSG00000011600	0	0	0	0	0	0	0	2	0	0	1	0	0	0	0	0	0	0
ENSG00000011638	822	123	10	751	100	21	617	314	183	1102	310	195	2612	114	0	620	237	166
ENSG00000011677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000012048	430	546	61	311	410	85	187	226	100	400	209	130	1278	390	6	265	159	101
ENSG00000012061	1885	394	52	1616	348	91	1130	377	201	1797	304	197	5822	304	5	998	251	186
ENSG00000012124	2	4	0	2	3	2	0	3	3	5	2	2	3	3	0	0	4	4
ENSG00000012171	2351	350	43	2150	284	81	2060	428	196	3135	397	201	7555	285	5	1776	287	195
ENSG00000012174	502	359	42	399	262	86	197	167	110	411	205	155	1639	286	1	246	135	161
ENSG00000012211	156	48	12	123	49	7	76	32	19	113	42	20	407	33	3	71	28	12
ENSG00000012223	0	0	0	0	0	1	1	0	0	2	0	0	2	0	0	0	0	0
ENSG00000012232	2344	300	35	2027	269	60	1377	354	135	2369	328	117	7462	271	4	1364	276	130
ENSG00000012504	0	0	2	0	0	2	1	0	0	2	0	0	0	0	0	0	0	1
ENSG00000012660	7367	1944	305	6274	1553	476	1572	906	595	3419	897	764	22680	1572	31	2100	721	605
ENSG00000012779	2	33	4	0	23	10	0	11	7	5	7	16	6	16	0	1	5	1
ENSG00000012817	181	62	10	140	49	16	68	45	27	152	49	35	523	52	0	102	43	16
ENSG00000012822	3464	445	54	2926	383	99	1589	562	266	2629	525	249	10557	355	2	1365	374	213
ENSG00000012963	810	599	80	680	450	138	342	504	327	710	501	369	2510	474	9	438	369	338
ENSG00000012983	3443	1033	161	2928	792	244	1307	969	512	2748	983	677	10934	880	12	1820	769	539
ENSG00000013016	3178	848	53	2776	711	109	1818	471	202	3170	419	221	9939	645	9	1739	288	171
ENSG00000013275	2067	698	101	1768	532	159	1449	835	483	2610	838	471	6393	509	3	1359	571	428
ENSG00000013288	3014	1081	191	2695	865	341	2544	1032	733	4207	1047	846	9885	759	20	2369	785	761
ENSG00000013293	390	15	9	374	13	7	1281	98	36	2476	93	33	1309	11	0	1427	57	28
ENSG00000013297	3465	198	39	2993	138	42	4439	535	307	7618	480	305	10290	149	2	4300	368	291
ENSG00000013306	1721	402	21	1419	306	55	988	491	154	1684	433	119	5110	276	1	907	305	135
ENSG00000013364	10291	2569	196	8758	2102	349	5511	1819	916	9225	1857	1004	31236	1996	14	5556	1273	848
ENSG00000013374	2052	324	33	1723	261	57	851	373	160	1529	358	159	6177	235	5	848	239	156
ENSG00000013375	3470	1692	259	2856	1263	421	2084	1436	1045	4363	1362	1223	10701	1350	11	2395	1101	984
ENSG00000013392	350	127	10	299	83	14	190	117	59	387	110	54	1071	82	1	198	90	50
ENSG00000013441	1506	1017	149	1251	768	338	944	961	611	1939	925	653	4550	802	14	1258	688	565
ENSG00000013503	892	629	87	728	489	133	364	290	187	640	342	226	2659	550	8	393	255	224
ENSG00000013523	371	77	8	377	58	12	191	66	31	307	66	18	1300	70	1	173	62	22
ENSG00000013561	2123	295	43	1821	251	45	935	313	152	1895	312	174	6360	266	0	1238	261	154
ENSG00000013563	293	67	26	278	58	23	204	97	70	355	94	97	893	47	1	179	65	78
ENSG00000013573	233	451	55	232	388	73	250	313	128	417	356	137	785	393	5	237	241	160
ENSG00000013583	680	126	26	621	90	41	563	158	100	1039	139	110	2317	122	1	620	94	101
ENSG00000013588	2160	798	73	1904	637	127	1117	561	261	1855	543	259	6902	568	5	994	409	225
ENSG00000013619	401	103	17	481	105	23	199	83	26	302	84	47	1611	89	1	179	77	36
ENSG00000013725	1	1	1	0	0	0	1	1	2	0	2	1	4	0	0	0	1	0
ENSG00000013810	445	701	71	388	547	133	329	673	190	501	665	228	1461	530	6	258	479	205
ENSG00000014123	2029	517	58	1596	375	100	1070	356	250	2212	402	317	6001	489	7	1428	331	243
ENSG00000014138	369	383	35	287	315	80	239	236	124	413	232	135	1216	288	3	207	152	100
ENSG00000014164	222	258	34	230	212	53	219	187	93	301	191	99	826	170	6	188	143	91
ENSG00000014216	4561	1122	81	3966	922	160	2432	1316	554	3864	1209	556	14097	854	4	2295	927	483
ENSG00000014257	7	3	0	10	2	0	207	98	52	386	88	53	34	2	0	227	65	59
ENSG00000014641	4003	760	52	3435	567	108	1914	770	463	3837	789	443	12403	540	0	2075	637	358
ENSG00000014824	3654	1049	196	3106	834	326	1634	957	751	3544	881	948	11198	883	12	2252	690	674
ENSG00000014914	301	153	29	280	135	62	205	152	84	308	150	86	911	119	4	214	107	88
ENSG00000014919	1280	335	52	1128	269	57	819	357	196	1510	363	264	3970	281	5	860	256	217
ENSG00000015133	6	2	23	2	1	42	18	18	30	27	16	31	4	2	2	24	16	32
ENSG00000015153	693	281	54	549	196	48	219	153	101	488	155	142	2125	189	8	281	138	101
ENSG00000015171	4230	803	164	3623	592	235	1682	721	408	3274	722	472	13046	639	11	2060	595	407
ENSG00000015285	3	0	1	1	0	0	3	0	1	2	0	1	5	0	1	6	2	0
ENSG00000015413	0	1	5	2	2	5	0	1	5	2	0	3	8	1	0	0	0	1
ENSG00000015475	1236	218	16	968	158	27	1033	410	176	1872	454	175	3716	156	1	1006	316	156
ENSG00000015479	13573	2958	392	11359	2420	684	6479	3354	2043	13524	3151	2366	41400	2470	33	8331	2540	1892
ENSG00000015520	2	2	6	0	1	16	24	5	19	29	10	26	0	4	1	13	4	15
ENSG00000015532	1601	673	90	1397	548	142	1175	599	337	2057	569	317	4903	519	5	1190	412	304
ENSG00000015568	19	36	11	16	40	10	11	24	15	18	33	18	65	34	0	14	21	16
ENSG00000015592	0	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	1
ENSG00000015676	2371	667	75	2038	524	174	1421	669	323	2341	562	338	7408	559	7	1281	424	317
ENSG00000016082	27	34	6	26	21	2	0	0	0	0	0	0	138	21	1	0	0	0
ENSG00000016391	289	21	12	250	19	6	10	12	14	18	12	16	967	12	1	15	2	13
ENSG00000016402	29	1	1	22	1	1	0	0	0	2	0	0	106	0	0	2	0	0
ENSG00000016490	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000016602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
ENSG00000016864	2466	447	72	2074	317	114	1357	438	259	2650	411	295	7370	327	2	1502	296	256
ENSG00000017260	3417	1094	183	2836	824	244	1417	762	422	2757	799	497	10242	854	9	1664	611	462
ENSG00000017427	65	7	3	59	10	9	0	33	14	1	31	20	229	4	1	4	34	14
ENSG00000017483	188	200	12	160	147	17	348	329	141	591	285	166	546	162	1	277	178	111
ENSG00000017797	3796	1148	174	3150	897	293	1600	1125	778	3029	1030	805	11413	932	12	1689	760	670
ENSG00000018189	1148	577	124	896	466	231	817	456	280	1544	419	291	3533	414	9	905	341	221
ENSG00000018236	62	11	0	49	10	2	0	1	0	1	3	1	189	11	0	0	0	0
ENSG00000018280	16	47	4	8	25	19	7	21	9	18	22	21	35	31	1	7	19	20
ENSG00000018408	2115	927	130	1843	656	204	1446	1365	863	2804	1281	946	6932	739	4	1871	1104	813
ENSG00000018510	2186	1633	421	1827	1308	656	736	1097	1017	1591	1131	1209	6831	1378	36	1040	977	1010
ENSG00000018607	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0
ENSG00000018610	736	208	24	708	171	42	345	198	144	714	135	119	2344	168	1	426	124	105
ENSG00000018625	120	1	8	114	2	3	467	17	8	812	10	10	428	1	0	455	11	2
ENSG00000018699	1042	390	77	907	353	154	362	234	183	721	231	203	3396	328	13	460	173	176
ENSG00000018869	113	33	5	87	35	7	47	41	39	102	26	31	317	39	1	41	27	28
ENSG00000019102	0	6	3	0	4	3	0	14	5	2	9	15	3	4	0	0	5	7
ENSG00000019144	3084	2368	304	2726	1930	487	2446	2940	1219	3722	2792	1349	9957	1787	17	2225	2060	1230
ENSG00000019169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000019186	4	20	3	6	11	7	0	0	2	0	0	0	19	8	0	0	1	2
ENSG00000019485	389	101	16	288	86	13	212	145	61	344	113	68	1167	52	3	173	98	59
ENSG00000019505	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1
ENSG00000019549	1777	411	53	1484	365	82	2256	197	95	4564	189	84	5346	341	6	2555	152	96
ENSG00000019582	6	9	2	3	5	3	35	13	3	56	3	11	14	10	0	36	5	3
ENSG00000019991	301	67	21	255	44	30	6282	1882	1224	13282	1806	1420	929	52	2	8504	1543	1189
ENSG00000019995	1422	373	83	1127	266	153	830	493	323	1599	396	360	4274	289	10	977	373	304
ENSG00000020129	1017	323	43	891	306	44	778	404	173	1245	374	196	3311	280	2	708	280	151
ENSG00000020181	8655	927	127	7674	741	225	6408	1392	630	9480	1236	625	27205	669	8	5171	873	564
ENSG00000020219	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	0	0
ENSG00000020256	873	304	45	770	266	72	367	180	118	544	177	119	2701	252	2	282	164	102
ENSG00000020426	799	180	33	627	151	68	334	153	132	759	151	142	2208	162	3	465	111	102
ENSG00000020577	5231	966	164	4514	815	311	1907	1564	622	3499	1343	677	16238	819	20	2066	1104	559
ENSG00000020633	0	12	7	0	7	17	4	24	14	10	26	20	1	6	0	5	28	16
ENSG00000020922	838	265	38	657	176	62	367	236	123	682	257	117	2365	249	5	432	193	134
ENSG00000021300	9	11	3	13	9	4	9	7	4	20	5	4	35	5	0	15	9	3
ENSG00000021355	1635	205	28	1302	169	54	274	139	74	541	119	88	4764	160	6	304	108	107
ENSG00000021461	0	0	2	0	1	0	0	2	0	0	1	0	0	2	0	0	0	3
ENSG00000021488	0	3	3	2	5	6	0	0	8	4	1	4	7	2	0	1	0	6
ENSG00000021574	1224	304	48	960	267	93	466	291	207	1010	284	213	3674	302	0	669	219	181
ENSG00000021645	12	12	2	11	13	3	20	83	74	43	101	82	41	5	0	31	85	85
ENSG00000021762	1882	615	47	1608	500	137	1037	629	261	1739	589	296	6088	480	10	935	411	241
ENSG00000021776	2692	1448	325	2242	1208	531	1266	1041	823	2600	988	954	8141	1255	27	1482	836	788
ENSG00000021826	524	158	46	404	121	62	461	221	177	799	182	170	1621	112	4	440	131	158
ENSG00000021852	0	0	0	0	0	1	0	0	2	0	0	0	0	0	0	0	0	1
ENSG00000022267	11626	413	27	9796	371	73	2657	930	325	4419	975	378	35428	331	4	2319	678	297
ENSG00000022277	3500	693	94	2986	575	169	1753	759	488	3044	653	557	10482	549	8	1803	573	441
ENSG00000022355	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000022556	0	1	2	5	2	1	0	0	1	0	0	2	12	0	0	0	0	4
ENSG00000022567	390	56	9	305	27	15	219	42	25	338	59	34	1238	36	0	208	45	20
ENSG00000022840	4248	700	114	3784	545	184	2268	900	343	3965	893	387	13540	465	8	2236	637	331
ENSG00000022976	242	67	24	193	59	37	138	43	27	239	38	41	708	63	4	152	42	43
ENSG00000023041	1079	254	31	925	174	62	408	194	111	783	185	119	3379	204	0	503	130	99
ENSG00000023171	299	543	99	240	398	161	88	75	36	141	77	74	983	393	9	88	65	49
ENSG00000023191	11123	2234	219	9660	1739	481	3309	1239	636	5445	1253	576	34326	1640	24	2798	815	527
ENSG00000023228	3896	947	118	3298	746	142	2025	1104	391	4060	1091	516	12095	766	6	2305	885	404
ENSG00000023287	4478	712	136	3715	504	216	2013	1178	761	4332	1160	939	13446	590	15	2715	906	725
ENSG00000023318	1751	556	61	1514	469	95	1044	533	267	2021	515	289	5531	496	3	1191	418	268
ENSG00000023330	1313	703	112	1053	657	178	968	557	383	1545	545	437	3968	584	5	827	422	346
ENSG00000023445	486	63	47	425	32	64	93	13	42	261	21	58	1495	35	6	143	14	48
ENSG00000023516	2282	708	174	1887	511	290	1231	503	339	2328	534	415	7106	508	14	1540	470	385
ENSG00000023572	482	138	19	400	136	29	177	152	79	361	131	83	1383	130	2	225	112	70
ENSG00000023608	715	201	37	542	144	44	316	150	113	621	139	133	2031	155	2	415	98	85
ENSG00000023697	1086	208	21	973	159	43	503	228	95	1012	176	115	3309	152	5	553	147	112
ENSG00000023734	4026	733	72	3545	578	140	1814	814	264	3584	763	262	12883	573	6	2307	653	287
ENSG00000023839	23	128	46	17	93	69	9	21	42	15	34	46	51	85	3	14	11	43
ENSG00000023892	40	11	5	48	8	1	32	12	6	52	7	6	149	6	0	27	4	3
ENSG00000023902	1378	306	61	1214	214	59	1947	906	343	3351	843	394	4413	249	6	1707	628	317
ENSG00000023909	3697	718	93	3025	532	167	1469	431	299	2955	477	291	10895	607	6	1853	367	234
ENSG00000024048	3064	1413	257	2460	1044	415	1166	1263	883	2390	1176	1004	9096	1056	23	1434	861	793
ENSG00000024422	3170	1938	355	2963	1628	469	2223	1855	965	2942	1949	1060	10888	1313	33	1755	1536	1153
ENSG00000024526	392	276	7	342	181	32	234	449	189	524	468	244	1105	226	1	263	400	168
ENSG00000024862	360	52	5	336	43	8	169	65	25	331	45	26	1153	33	0	181	40	20
ENSG00000025039	26	4	3	36	1	0	2	0	3	6	0	0	92	2	0	0	0	1
ENSG00000025156	561	335	65	451	255	84	312	251	156	612	239	159	1711	251	4	388	194	134
ENSG00000025293	1888	737	114	1585	619	184	1023	641	336	2004	719	432	5826	608	8	1180	485	352
ENSG00000025423	44	5	0	29	5	0	19	20	16	23	20	6	124	2	0	14	24	13
ENSG00000025434	578	46	20	465	39	23	554	69	50	867	63	50	1718	50	1	468	38	68
ENSG00000025708	680	266	29	580	174	38	62	72	25	94	43	32	2025	171	4	60	31	23
ENSG00000025770	956	708	74	838	527	136	597	554	287	1008	532	290	2715	508	14	537	356	254
ENSG00000025772	1156	323	23	984	226	35	463	248	70	832	249	73	3334	234	2	450	166	88
ENSG00000025796	2190	1124	204	1862	925	276	871	649	464	1792	547	570	7053	989	11	1126	549	491
ENSG00000025800	3978	1393	238	3321	1161	398	1992	1340	833	3373	1360	895	12260	1152	21	2013	971	773
ENSG00000026025	71685	26348	3940	58217	20009	7230	34928	21705	14531	74122	21210	17427	220905	21246	372	41468	16204	14545
ENSG00000026036	101	95	9	69	63	18	49	70	44	93	49	41	276	52	1	44	42	46
ENSG00000026103	1955	597	63	1618	457	132	848	596	283	1800	542	322	6088	463	8	999	453	285
ENSG00000026297	229	35	2	205	34	11	175	60	24	336	57	25	718	36	0	176	37	23
ENSG00000026508	9652	11060	1910	8151	8670	3184	11078	10353	7399	21168	10899	8440	31051	8635	148	13547	8946	7642
ENSG00000026559	195	76	10	173	63	24	153	134	64	294	120	74	618	57	0	182	90	73
ENSG00000026652	489	305	61	419	233	117	341	238	158	528	234	206	1527	223	2	320	180	181
ENSG00000026751	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	0
ENSG00000026950	797	75	8	753	51	16	532	120	41	959	101	53	2752	47	1	637	72	33
ENSG00000027001	640	210	32	539	177	46	864	297	206	1727	287	213	1905	182	4	971	238	229
ENSG00000027075	68	8	2	54	8	4	29	14	8	57	17	11	170	7	0	22	6	8
ENSG00000027644	0	1	2	3	2	5	1	0	1	0	0	0	3	1	0	0	0	0
ENSG00000027697	2226	707	89	1855	597	184	637	410	226	1302	336	279	6696	542	6	814	271	234
ENSG00000027847	803	207	34	774	212	58	701	317	189	1140	273	198	2686	183	0	614	222	165
ENSG00000027869	2	5	0	1	7	4	0	0	0	1	1	0	8	5	0	2	0	1
ENSG00000028116	564	225	59	459	169	65	216	206	133	440	188	149	1559	176	8	236	160	103
ENSG00000028137	133	71	3	108	56	10	838	110	37	1360	108	34	461	58	0	773	67	31
ENSG00000028203	2522	412	58	2059	348	88	1097	590	270	2342	590	281	7794	355	1	1348	414	270
ENSG00000028277	75	31	8	74	44	5	14	11	10	33	13	11	300	43	2	17	13	7
ENSG00000028310	993	445	49	851	376	81	556	414	206	1031	418	240	2913	368	11	618	312	203
ENSG00000028528	2446	1215	240	2117	888	398	1279	829	749	2466	879	877	7526	910	25	1391	661	730
ENSG00000028839	724	220	41	647	165	74	459	261	100	890	206	182	2459	159	3	508	161	150
ENSG00000029153	1017	467	90	755	413	158	629	441	233	1151	351	259	2991	386	9	760	317	262
ENSG00000029363	5039	2412	272	4275	1800	474	2308	1815	1044	4733	1768	1240	15448	1887	21	3270	1453	1035
ENSG00000029364	3301	512	72	2881	388	140	1623	740	376	3247	686	395	10161	391	2	1832	549	314
ENSG00000029534	529	80	16	484	93	33	19	17	13	32	24	12	1684	82	2	23	16	10
ENSG00000029559	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0
ENSG00000029639	266	66	6	237	59	16	136	117	46	293	99	54	814	58	2	135	75	54
ENSG00000029725	3105	1471	314	2637	1130	585	1131	931	694	2144	852	775	9542	1176	32	1406	723	680
ENSG00000029993	701	179	15	579	136	22	390	281	116	734	267	129	2107	148	0	438	204	116
ENSG00000030066	1588	1409	190	1300	1109	342	684	833	572	1439	860	685	5087	1128	15	940	688	630
ENSG00000030110	715	265	19	574	213	40	284	237	138	400	213	129	2155	221	1	265	176	114
ENSG00000030304	6	43	14	8	31	24	36	33	19	57	36	16	31	30	1	28	23	12
ENSG00000030419	394	175	52	346	125	59	163	95	64	333	124	67	1311	131	6	211	118	57
ENSG00000030582	7646	1816	264	6524	1520	459	5210	1780	997	8246	1783	1054	24457	1473	24	4371	1272	921
ENSG00000031003	2046	817	143	1767	658	272	486	766	440	979	686	541	6492	688	10	602	569	483
ENSG00000031081	1194	526	59	1012	431	99	571	440	198	936	476	230	3822	376	7	489	397	183
ENSG00000031691	296	164	11	253	126	15	82	88	46	182	87	42	851	141	1	95	68	36
ENSG00000031698	10185	3050	438	8825	2468	764	3717	2372	1446	6554	2144	1654	31516	2431	37	3768	1477	1316
ENSG00000031823	1578	560	79	1336	429	109	1467	587	258	2397	542	286	4966	405	7	1280	422	260
ENSG00000032219	755	553	98	691	386	152	310	363	303	657	374	322	2223	469	12	446	288	317
ENSG00000032389	670	192	18	576	146	22	325	162	74	619	181	95	2107	161	2	341	101	67
ENSG00000032444	2510	750	92	2162	637	152	1406	638	312	2156	633	341	7596	595	6	1180	452	276
ENSG00000032742	588	114	25	477	90	35	282	138	89	641	110	87	1808	101	4	378	80	77
ENSG00000033011	679	286	52	692	267	72	424	264	187	705	262	203	2323	233	6	339	192	193
ENSG00000033030	699	670	201	615	538	286	288	414	421	655	436	481	2257	560	17	385	318	433
ENSG00000033050	3209	1037	75	2742	848	132	1664	962	516	2912	952	573	9823	886	9	1564	679	484
ENSG00000033100	4505	304	6	3858	255	22	3310	588	135	5337	595	109	13793	228	3	2980	441	106
ENSG00000033122	19	138	90	8	137	145	10	71	138	17	61	152	35	133	7	12	54	108
ENSG00000033170	1933	417	76	1576	328	145	731	268	167	1485	309	198	5581	375	1	896	226	147
ENSG00000033178	3855	2036	253	3215	1653	383	1489	1069	757	3125	1047	936	12026	1602	21	1852	941	666
ENSG00000033327	1048	331	58	917	278	95	789	384	244	1318	391	220	3315	275	4	692	299	245
ENSG00000033627	650	163	23	546	166	32	460	258	102	727	260	157	2042	145	1	418	220	123
ENSG00000033800	980	771	156	805	632	255	522	570	424	895	570	491	3112	576	13	548	493	468
ENSG00000033867	4233	2377	413	3427	1888	778	1663	1190	808	3305	1198	945	13188	2000	49	2217	924	737
ENSG00000034053	415	114	11	344	95	32	942	426	252	1611	434	279	1309	85	0	980	326	232
ENSG00000034152	1756	988	107	1581	822	218	633	808	435	963	817	443	5567	724	12	651	559	434
ENSG00000034239	8	2	0	5	2	0	2	0	0	6	0	0	22	2	1	6	0	1
ENSG00000034510	31592	5852	578	29009	4823	999	37052	12185	5676	61517	10837	5931	96211	4581	49	30002	8245	5036
ENSG00000034533	236	157	18	216	102	20	100	76	36	229	48	36	742	129	2	139	53	22
ENSG00000034677	1944	578	93	1687	463	140	610	391	215	1147	365	261	6147	448	10	740	313	226
ENSG00000034693	644	123	24	523	113	34	393	109	72	826	107	68	2005	108	0	504	97	52
ENSG00000034713	1726	341	76	1500	273	126	742	376	236	1429	345	244	5155	319	8	986	234	239
ENSG00000034971	5	5	9	3	5	10	0	0	7	2	1	15	26	3	0	0	0	7
ENSG00000035115	730	69	8	617	42	11	410	86	39	831	75	39	2134	52	0	530	60	27
ENSG00000035141	903	224	23	741	171	47	379	198	110	848	194	146	2716	212	7	422	131	120
ENSG00000035403	20377	7437	975	16938	6023	1675	14943	13256	7673	27512	12894	8381	63446	6085	83	15800	9868	6991
ENSG00000035499	74	89	21	63	81	30	62	92	58	102	120	101	253	66	0	56	110	51
ENSG00000035664	718	96	19	569	68	52	54	40	28	95	48	29	2356	80	1	54	24	28
ENSG00000035681	2622	613	130	2259	489	245	1055	480	377	1973	420	386	8018	522	15	1119	360	349
ENSG00000035687	2117	1038	259	1744	876	352	811	890	725	1715	885	919	6035	827	27	1117	633	719
ENSG00000035720	0	18	14	0	15	17	0	5	12	0	10	21	1	9	2	0	7	9
ENSG00000035862	14552	4227	705	12364	3593	1097	7075	3379	1664	11543	3401	1945	46623	3493	48	6907	2751	1767
ENSG00000035928	2680	1252	217	2243	877	327	787	695	434	1595	651	515	8171	979	10	962	543	408
ENSG00000036054	3220	1223	211	2632	973	399	1270	939	835	2690	948	999	9429	991	14	1669	827	838
ENSG00000036257	2592	804	140	2261	736	231	1070	932	536	2255	850	609	7886	734	12	1567	698	533
ENSG00000036448	19	1	0	18	3	0	13	7	3	33	8	1	66	3	0	22	3	1
ENSG00000036473	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000036530	6	7	3	5	5	2	10	15	4	10	20	11	8	4	0	7	7	7
ENSG00000036549	3661	747	184	2753	566	275	1421	533	310	2945	498	323	10762	616	17	1659	395	282
ENSG00000036565	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1
ENSG00000036672	30	20	16	38	7	12	42	4	16	45	5	17	114	10	0	34	0	16
ENSG00000036828	0	0	14	0	0	19	0	0	2	0	0	5	0	0	0	0	0	2
ENSG00000037042	310	52	7	257	65	13	148	62	27	280	66	22	985	59	0	139	30	15
ENSG00000037241	553	144	26	465	125	42	300	155	101	514	154	82	1582	104	5	251	94	78
ENSG00000037280	4	3	14	2	1	11	7	6	21	11	14	22	3	6	1	3	1	12
ENSG00000037474	1987	1441	215	1708	1112	370	876	1012	644	1572	1030	759	6463	1134	21	943	720	615
ENSG00000037637	1067	569	83	933	465	112	583	517	299	1053	516	346	3360	455	3	598	406	245
ENSG00000037749	1608	336	31	1372	273	61	475	335	167	1009	291	169	4634	281	2	636	220	175
ENSG00000037757	505	136	12	394	74	15	228	97	32	369	81	41	1358	101	2	190	51	34
ENSG00000037897	230	70	9	180	61	11	122	50	12	199	45	15	565	59	0	98	33	12
ENSG00000037965	12	8	4	6	14	3	18	7	2	16	4	4	35	4	0	15	5	8
ENSG00000038002	856	202	23	750	113	52	476	204	161	935	232	199	2455	136	3	519	160	128
ENSG00000038210	1239	564	53	1049	411	93	433	265	196	941	306	190	4004	419	3	617	292	164
ENSG00000038219	2523	2053	398	2156	1551	610	1339	1463	1195	2540	1308	1396	8124	1575	28	1521	1136	1203
ENSG00000038274	2287	412	42	1808	320	106	1267	427	281	2640	416	290	7218	328	7	1424	339	265
ENSG00000038295	55	13	3	52	15	9	3	0	0	1	1	0	137	26	0	2	0	0
ENSG00000038358	1645	762	107	1287	584	200	1238	860	474	1975	832	478	5073	551	11	1066	604	435
ENSG00000038382	14111	12464	2300	11958	9945	4096	12445	11127	7651	21302	10534	8632	43715	9380	238	11754	7705	7269
ENSG00000038427	3894	1854	204	3234	1495	391	3013	4632	2039	5667	4588	2389	12181	1449	13	3373	3514	2010
ENSG00000038532	752	335	104	631	284	178	550	355	264	1006	374	292	2199	286	7	487	280	276
ENSG00000038945	0	0	1	3	0	0	41	9	11	76	15	9	9	0	0	39	5	18
ENSG00000039068	10	1	0	10	0	1	1	0	1	0	1	0	27	0	0	0	0	0
ENSG00000039123	2806	1291	285	2315	1039	427	1336	981	744	2954	888	794	8409	1033	23	1799	712	632
ENSG00000039139	251	136	34	212	120	73	762	316	291	1424	310	297	800	109	3	948	268	279
ENSG00000039319	2514	981	144	2122	745	203	1350	785	471	2843	750	536	7594	820	17	1871	663	461
ENSG00000039523	319	301	27	287	250	57	300	226	92	375	221	82	1060	231	4	252	158	101
ENSG00000039537	0	0	0	0	0	2	6	0	1	21	1	0	1	0	0	4	3	4
ENSG00000039560	11696	2289	257	9871	1763	419	5574	2938	1406	10938	2723	1657	36653	1861	19	6512	2185	1355
ENSG00000039600	9	0	0	4	1	1	0	2	1	3	0	1	24	1	0	1	0	0
